ticker,price,transaction_date,transaction_type,quantity,account_number,create_date
VGSH,$2408.72,2018-08-02,buy,2504,145856530-0,2016-03-22 10:45:01
FPXI,$2010.40,2018-07-03,sell,3113,042659572-6,2022-01-02 17:02:39
SNE,$2290.18,2017-07-18,buy,1365,668146895-0,2021-04-08 21:54:21
BHVN,$375.30,2016-05-13,buy,722,551110644-5,2019-02-23 11:52:42
PTIE,$2129.27,2022-01-03,sell,3934,490950041-3,2022-02-08 19:02:48
HBHCL,$1646.96,2018-05-22,buy,2948,319098314-3,2022-05-13 22:31:46
AZPN,$580.13,2018-02-12,sell,4253,591843412-7,2015-12-15 10:30:57
BLKB,$382.21,2022-01-13,sell,72,350703104-3,2020-07-25 02:38:36
AGO^B,$1061.40,2015-02-06,sell,4964,324655008-5,2018-03-20 10:34:42
WOOF,$2347.80,2020-02-04,buy,3213,845799811-0,2021-10-19 00:26:27
ANH^C,$1390.39,2015-09-04,buy,2548,922206961-7,2019-11-01 13:04:13
SCHW^D,$1912.06,2015-04-08,buy,880,567087927-9,2016-11-15 18:08:30
OCN,$201.42,2017-07-01,sell,3352,067907290-X,2019-06-27 13:22:06
CMA.WS,$2482.77,2021-08-12,buy,3617,243247970-X,2018-05-05 16:19:56
CPF,$1983.40,2019-06-16,sell,1114,783230087-6,2015-07-03 15:10:41
ABTL,$1901.17,2016-06-07,buy,2704,172844874-3,2018-08-03 18:30:43
EIG,$514.70,2021-12-16,sell,1090,648112236-8,2019-05-22 07:28:41
TEGP,$274.91,2018-06-26,sell,1857,753901760-0,2017-08-16 10:01:27
LOXO,$1476.34,2018-03-18,buy,3335,382844385-0,2016-12-03 13:34:20
WFC^R,$1480.69,2021-09-09,sell,481,459251505-6,2015-01-08 15:49:24
NXP,$1739.53,2021-08-12,sell,2870,205983133-4,2019-06-14 13:56:54
FRED,$544.71,2019-04-04,sell,473,410240404-X,2016-11-08 03:18:58
BYFC,$1555.45,2022-05-20,buy,4478,933924910-0,2018-06-12 14:49:27
CIEN,$444.58,2022-02-25,sell,3205,180214337-8,2020-03-10 15:06:15
UTF,$1226.93,2018-09-15,buy,3298,865205473-8,2015-09-29 18:09:31
VST,$496.73,2022-06-09,buy,319,892992197-3,2015-05-09 00:23:57
MEI,$423.28,2021-02-24,sell,4466,156767923-4,2021-09-19 09:06:00
GDL,$1950.99,2020-09-13,buy,251,789844672-0,2018-03-08 00:56:10
STAG^B,$1755.70,2017-07-03,sell,2112,405080742-4,2020-11-30 22:18:11
GPC,$7.02,2019-02-04,sell,1628,209413318-4,2020-06-02 21:01:50
WGP,$2493.34,2017-01-01,buy,1599,400972944-9,2016-08-29 09:22:39
LZB,$851.95,2015-08-02,buy,501,544110653-0,2020-04-01 09:57:51
ARI,$1497.71,2016-12-28,sell,819,957520792-0,2019-08-29 18:44:26
PMBC,$217.47,2020-10-22,sell,3645,640595878-7,2016-08-03 05:52:31
KOPN,$1881.06,2021-07-19,buy,4037,159000596-1,2015-09-29 08:31:58
SCS,$492.93,2022-02-28,sell,2278,853939493-6,2016-09-10 12:45:26
VOC,$823.15,2016-10-18,sell,812,262523924-7,2019-09-06 15:50:11
WST,$986.50,2021-07-29,buy,3542,205747346-5,2018-11-16 09:42:12
JASNW,$945.53,2016-09-25,buy,2336,417672627-X,2022-01-21 04:10:28
BMI,$1201.78,2017-11-28,sell,2969,367228265-0,2022-03-02 22:05:52
VOD,$12.01,2020-06-21,buy,3072,850990842-7,2019-12-02 22:38:50
CRK,$2066.41,2020-01-31,buy,3393,385079642-6,2022-05-15 22:15:35
ROBO,$1393.87,2022-01-29,sell,3266,713952162-X,2018-06-21 00:03:41
SEM,$1492.87,2017-01-04,buy,4734,799778341-5,2016-11-06 07:08:41
ADMS,$1279.69,2018-03-20,sell,2759,235187119-7,2017-06-27 19:35:04
BICK,$2116.57,2020-04-12,sell,1286,999412262-2,2017-03-08 16:41:11
TRIP,$1291.04,2021-12-08,sell,849,301126478-3,2016-05-18 04:57:01
SGEN,$1018.14,2016-07-19,sell,540,222762540-6,2015-08-12 11:51:51
IROQ,$1777.26,2015-01-19,sell,575,458165443-2,2015-06-18 13:03:19
M,$372.19,2018-05-03,sell,910,797449404-2,2020-12-26 14:38:20
OVLY,$638.83,2020-02-29,sell,4488,033498009-7,2018-04-03 07:51:26
UNAM,$384.02,2015-05-10,sell,4087,334285302-6,2015-01-28 20:53:58
CEA,$492.45,2017-05-26,sell,1632,617658884-7,2018-06-14 14:35:25
EIX,$2357.53,2021-03-17,sell,3878,052323309-4,2021-05-31 23:27:50
CRI,$1377.12,2021-08-19,buy,2148,856120100-2,2020-03-01 10:38:30
GOODP,$561.15,2015-03-31,sell,3106,845916803-4,2021-03-28 21:56:24
RNET,$906.72,2022-01-21,sell,1225,366080748-6,2016-06-10 04:03:24
LMRK,$93.84,2019-12-21,buy,4268,335967480-4,2020-07-18 00:44:29
EQFN,$1824.67,2017-09-20,sell,438,390885059-2,2020-01-12 01:20:47
MATX,$284.70,2016-12-23,buy,2380,523885881-7,2016-11-22 21:19:32
ASYS,$71.32,2022-06-24,sell,331,469272840-X,2021-10-24 01:46:09
KSU,$407.94,2018-08-26,buy,2830,308105946-1,2017-02-25 09:08:03
PID,$2117.79,2016-04-05,sell,2850,991289797-8,2017-05-02 23:25:49
WHG,$1306.87,2021-11-18,buy,4718,747116274-0,2021-08-16 14:02:24
FTK,$803.21,2019-02-11,buy,3779,838545095-5,2015-05-05 14:04:46
CAH,$1820.49,2021-05-19,sell,3514,854814604-4,2018-07-24 19:46:48
DSL,$197.98,2018-08-02,buy,4408,801681418-2,2022-01-17 01:25:17
PSB^T,$1386.79,2019-10-02,buy,3675,216346435-0,2022-01-01 05:53:24
EVBS,$2452.18,2017-06-06,buy,2872,502436394-9,2016-11-05 10:57:54
NVRO,$2371.03,2020-01-30,buy,4007,100675628-0,2015-10-05 20:31:40
MIY,$1113.52,2021-02-05,buy,4669,553611331-3,2017-12-06 12:11:39
BRT,$1220.99,2019-01-12,buy,1300,283531930-1,2018-04-16 21:02:02
T,$1014.55,2019-02-23,buy,3593,677285437-3,2022-03-03 13:37:20
CEQP,$1949.15,2022-01-09,buy,3766,221519941-5,2020-01-05 15:13:53
FKO,$1424.23,2020-04-08,sell,3468,813829282-2,2022-04-20 05:27:27
NNN^F,$2225.90,2017-05-23,sell,699,195151227-8,2017-03-03 07:49:18
VOD,$1606.48,2016-10-26,buy,3014,147096663-8,2016-06-21 16:16:01
AER,$1888.72,2018-11-16,sell,4769,278884121-3,2021-10-11 04:03:52
DNKN,$2450.10,2018-02-20,buy,251,224513950-X,2020-07-09 15:14:41
TGH,$1110.17,2019-10-02,sell,4958,755478662-8,2016-08-01 16:58:20
EBAY,$1305.90,2017-05-29,buy,4504,943826899-5,2020-06-09 13:09:30
PSA^Y,$1120.07,2020-08-26,buy,4631,112119767-1,2018-05-12 09:30:10
OFLX,$162.05,2021-04-11,sell,2731,460175534-4,2018-05-30 06:06:31
ANAT,$401.93,2018-03-15,buy,442,477698883-6,2022-03-22 16:18:02
MNTX,$680.92,2017-08-14,sell,4901,536014889-6,2017-01-18 14:26:58
RBA,$2399.64,2018-06-01,sell,3876,562634178-1,2018-05-01 01:48:17
MLI,$858.71,2022-04-30,sell,3023,017118935-3,2016-04-18 19:27:41
NHI,$2440.45,2016-11-04,sell,2187,988543801-7,2016-01-12 03:37:18
NVLN,$1997.18,2016-02-04,buy,2930,546594551-6,2015-01-13 08:14:44
SNGX,$1181.32,2015-07-23,buy,2592,791500965-6,2021-04-03 18:02:31
ANH^C,$2062.91,2018-04-08,buy,1304,734014150-2,2018-04-28 01:15:06
BIO,$2381.29,2021-02-12,buy,1331,831518560-8,2015-12-29 13:44:01
FOR,$1879.80,2021-07-10,sell,1609,743827265-6,2016-02-07 11:56:57
WPX,$316.03,2017-03-10,buy,1770,995045059-4,2016-02-28 10:27:15
PSA^E,$1813.98,2015-02-18,sell,71,100412034-6,2020-09-07 06:16:31
TCBIL,$972.71,2020-11-02,sell,4475,644522479-2,2017-07-06 11:10:53
BSQR,$137.99,2021-08-15,buy,3168,603833958-2,2017-03-05 03:45:43
PBA,$1526.56,2018-12-24,buy,2607,716324928-4,2017-10-10 06:06:11
LVNTB,$1289.44,2020-09-21,buy,3705,025312650-9,2018-04-22 01:37:34
WIA,$280.53,2019-09-19,sell,3680,997456641-X,2022-02-09 21:23:02
STPP,$2253.83,2018-05-29,buy,2867,321818496-7,2016-03-12 19:14:15
SAN^C,$239.72,2017-12-15,sell,173,812555690-7,2022-04-20 03:33:59
HALL,$2210.04,2018-03-05,buy,1149,042854618-8,2016-09-25 14:51:39
GNC,$1203.05,2019-06-28,sell,2381,654121727-0,2020-06-18 07:55:08
TESS,$856.69,2015-12-20,sell,3622,148255663-4,2016-11-18 20:09:17
MFG,$643.63,2018-08-19,buy,951,563579828-4,2017-04-22 20:11:24
WRB,$2351.10,2018-12-11,buy,4530,288605639-1,2016-03-22 12:40:07
INGR,$1196.99,2019-02-15,buy,2216,774133666-5,2018-05-01 18:18:47
DLTR,$218.77,2022-02-23,sell,660,744462624-3,2022-02-10 21:05:42
TEL,$1225.07,2017-07-20,sell,2709,348407645-3,2016-11-13 13:05:18
I,$1373.20,2019-10-10,buy,4828,770510343-5,2020-03-28 16:57:35
TTGT,$1611.37,2020-07-05,sell,4576,377328039-4,2019-11-24 11:15:28
POL,$1444.25,2015-08-09,buy,2707,874864809-4,2018-07-19 20:33:36
GEVO,$587.71,2017-04-02,buy,4794,644396754-2,2017-07-30 08:10:03
CONE,$1322.36,2017-09-07,buy,3386,316450115-3,2018-05-13 13:32:21
OSG,$261.86,2018-07-10,buy,869,982210635-1,2021-07-12 23:12:39
HPF,$1249.47,2015-02-21,buy,3235,163081578-0,2015-03-07 16:46:41
MFO,$1523.10,2021-01-16,sell,337,036930272-9,2016-12-09 17:13:17
IIF,$952.24,2021-03-26,sell,4641,652600481-4,2020-08-17 14:53:32
JW.B,$1980.03,2015-01-27,buy,4543,004414725-2,2020-01-31 06:17:57
TRQ,$69.43,2018-02-24,sell,1092,125360165-8,2017-03-11 11:10:53
MGP,$843.47,2019-04-03,sell,2382,289507020-2,2018-12-11 00:24:55
ECCZ,$1389.83,2017-07-14,sell,3442,726671805-8,2019-02-13 07:46:04
DFVL,$1348.61,2017-08-20,sell,1618,847405920-8,2020-01-29 19:40:53
VTL,$1874.07,2018-09-05,buy,1686,555825912-4,2018-09-12 16:35:31
ATOM,$792.95,2017-02-22,buy,4042,212474559-X,2015-07-21 04:52:22
JD,$150.99,2021-10-23,sell,4203,571106707-9,2015-04-07 19:31:34
RGSE,$941.50,2017-03-23,sell,666,207682101-5,2017-05-30 00:16:47
PJH,$1432.68,2018-10-24,buy,1634,171311611-1,2019-04-07 15:28:38
HIFR,$553.59,2019-10-12,sell,4293,502473238-3,2016-06-11 08:12:13
CXP,$612.84,2019-07-16,buy,2020,745175700-5,2016-06-24 03:22:17
CMA.WS,$1439.35,2017-03-12,sell,2489,719696257-5,2022-02-25 22:59:21
XENE,$2204.90,2017-09-23,buy,1857,323068849-X,2015-09-03 19:43:11
IMI,$2220.05,2019-12-06,sell,691,572817300-4,2022-03-03 18:05:06
COKE,$2019.07,2018-02-14,sell,3060,620192377-2,2021-06-28 06:34:39
SYKE,$577.53,2015-01-29,sell,2226,911608644-9,2020-01-12 00:50:50
MCY,$1172.36,2018-02-14,sell,768,868906734-5,2015-02-06 10:00:21
CRBP,$1939.66,2019-02-20,buy,881,502229504-0,2017-02-01 13:34:59
ADVM,$2320.87,2018-07-08,buy,2454,821308449-7,2021-12-04 03:47:45
WTR,$1444.38,2016-06-19,sell,185,406209245-X,2017-10-26 18:42:25
MVO,$1272.55,2015-09-09,sell,2681,278505535-7,2019-09-13 13:46:50
NZF,$861.56,2020-09-14,buy,3797,509314188-7,2018-12-21 11:27:31
PME,$315.09,2015-06-07,sell,3701,815683519-0,2020-12-31 22:24:54
MFNC,$1027.07,2019-09-18,buy,3040,742998893-8,2018-06-22 19:58:04
OMAM,$1761.65,2021-09-01,sell,2290,400443404-1,2016-08-12 20:26:55
FDT,$2310.59,2020-03-02,sell,4688,651151110-3,2021-10-17 07:58:11
CNQ,$455.08,2017-11-16,buy,4617,627228999-5,2019-04-24 17:00:11
CXDC,$1048.27,2018-11-28,sell,158,819457228-2,2016-09-09 22:26:25
CFI,$202.36,2017-08-03,sell,3101,281859722-6,2017-09-22 13:24:28
MUI,$1511.48,2019-11-13,sell,55,988996828-2,2022-07-07 05:27:25
DBL,$771.61,2015-10-23,sell,3062,816991858-8,2015-01-19 03:12:09
PSL,$532.82,2016-04-17,buy,1234,331442137-0,2020-06-16 08:24:46
ACFC,$1227.27,2015-09-11,sell,1158,332145016-X,2021-11-05 11:49:49
ACOR,$1275.78,2022-04-16,buy,4403,703605326-7,2018-11-22 07:15:14
ASCMA,$1858.84,2015-10-11,buy,4487,769145240-3,2019-04-03 23:16:32
DKS,$1080.35,2020-11-21,buy,3153,542735793-9,2022-07-09 13:02:10
PDBC,$117.13,2017-07-14,sell,1806,035665644-6,2020-12-11 02:49:04
ESBK,$2412.10,2016-07-11,buy,4854,673889885-1,2022-04-05 03:53:22
JWN,$808.54,2019-07-29,sell,3802,868928015-4,2018-10-10 19:36:18
SCE^H,$2075.23,2019-02-01,sell,2098,801278469-6,2019-09-01 23:20:56
NAV,$746.25,2015-04-16,buy,174,266683389-5,2019-06-12 23:52:53
CCO,$2159.23,2020-05-22,sell,769,182817864-0,2015-01-18 12:14:36
NNA,$85.76,2015-06-25,buy,4452,576809742-2,2017-09-19 00:13:44
DLTR,$1165.41,2015-06-29,sell,899,700502471-0,2018-01-17 11:41:09
VR^A,$1525.15,2017-10-21,buy,1776,058149775-9,2018-02-04 10:26:33
TCF.WS,$730.87,2017-12-17,buy,2016,446291169-5,2015-11-26 13:42:28
GNE^A,$45.69,2019-11-30,buy,2577,556528005-2,2018-04-09 13:12:54
APAM,$2122.56,2016-04-27,buy,3276,980967608-5,2016-07-22 22:42:18
USCR,$1311.17,2019-11-28,buy,1291,920109081-1,2021-06-14 13:46:26
AHL,$1856.22,2022-01-13,buy,2123,950434450-X,2020-12-02 08:56:05
SLD,$2138.44,2017-02-18,buy,2337,947789857-0,2020-01-20 11:01:07
CLS,$2223.45,2021-08-10,buy,333,694853995-5,2020-07-06 12:14:27
TMUS,$95.63,2015-11-19,sell,549,089995712-9,2019-12-11 00:39:40
OVLY,$1724.60,2016-04-12,sell,820,377955931-5,2019-02-17 07:07:57
FAAR,$551.12,2021-03-13,buy,238,274103066-9,2021-12-05 04:07:22
PSA^W,$1866.87,2021-04-06,sell,1540,316645933-2,2016-06-23 10:49:44
CAVM,$83.51,2017-11-09,sell,2873,084613523-X,2020-04-23 17:58:14
CFFN,$1069.85,2018-07-19,buy,306,196785087-9,2017-04-16 14:02:09
EPAM,$592.37,2019-04-12,sell,3333,448137618-X,2015-04-14 02:09:41
IRTC,$1166.04,2021-08-28,buy,1466,900178944-7,2020-02-25 11:39:54
RDNT,$1573.74,2017-05-04,buy,2234,923037632-9,2022-05-03 10:41:57
PIY,$583.31,2019-07-19,buy,104,849975234-9,2017-12-21 20:03:06
PRMW,$787.18,2020-07-01,buy,396,683764187-5,2017-11-11 04:09:33
WNS,$869.84,2021-08-14,sell,3625,418126815-2,2020-12-01 23:07:13
CYS^A,$775.73,2020-07-20,sell,4064,878585885-4,2019-06-02 08:23:03
GWRE,$1550.40,2015-07-03,buy,3063,672304380-4,2016-05-28 10:38:36
RDC,$181.97,2018-03-14,buy,3242,366275613-7,2016-06-20 15:16:46
GRID,$1350.19,2018-08-31,buy,676,710358409-5,2015-11-05 15:46:49
CYOU,$152.20,2015-03-02,sell,467,932225720-2,2021-02-26 04:28:08
GPAC,$75.41,2018-05-28,sell,2639,801201363-0,2022-06-04 21:50:50
NAN,$2108.47,2016-03-19,buy,4840,283787811-1,2019-09-27 06:24:30
CBS,$1404.58,2019-04-18,buy,74,184192119-X,2020-10-16 03:29:15
MDC,$1305.32,2017-07-08,buy,2012,084214250-9,2019-05-31 15:08:11
RDHL,$713.91,2021-11-13,sell,436,922657664-5,2017-10-24 13:20:55
CLLS,$2146.95,2015-07-06,buy,3864,273003143-X,2016-11-01 17:30:02
IBA,$365.05,2016-08-31,sell,4686,983003763-0,2018-10-26 15:18:05
FRC^C,$982.15,2021-06-27,buy,3620,129130130-5,2020-10-21 09:57:10
WEC,$600.82,2015-04-25,buy,3295,675534416-8,2019-03-08 00:42:50
HR,$571.55,2018-04-21,sell,964,850154018-8,2021-08-17 04:51:13
FNX,$1310.07,2015-07-06,buy,767,862545336-8,2018-12-19 19:22:59
MELI,$1818.99,2019-04-13,sell,4309,387749777-2,2015-08-19 19:17:21
BMO,$1055.45,2015-03-24,sell,450,188935424-4,2015-12-21 04:33:56
OPK,$339.17,2022-05-21,buy,1573,206085352-4,2022-05-20 11:13:04
ARII,$2036.08,2016-01-16,buy,3676,236119517-8,2021-11-02 02:25:45
HMSY,$2365.74,2016-03-20,sell,2101,460176607-9,2017-07-29 22:21:52
KRNY,$1885.10,2017-12-05,sell,2101,361524712-4,2022-05-06 15:10:52
PRTY,$2010.45,2016-12-14,buy,1195,003469902-3,2021-12-16 10:11:38
PAAS,$2197.28,2020-08-14,buy,2792,273448566-4,2020-06-02 22:26:21
ZYME,$2498.50,2019-05-24,sell,2732,109203041-7,2018-01-13 23:22:06
AGIO,$1026.47,2017-09-19,sell,2152,692744699-0,2021-10-03 23:37:35
JCO,$1646.72,2016-12-05,buy,2130,002005619-2,2018-10-14 00:40:17
OPGNW,$1495.68,2015-11-16,sell,1405,788109867-8,2018-07-02 11:38:49
BOX,$112.06,2021-04-02,sell,3359,611045882-1,2018-09-12 00:33:06
SOXX,$2110.24,2015-09-27,buy,4729,875668097-X,2019-03-09 09:28:32
DERM,$619.60,2021-08-05,sell,314,131377983-0,2021-10-15 03:05:09
MAC,$387.60,2018-06-23,sell,4347,408392057-2,2017-11-08 16:04:13
PGTI,$659.85,2015-11-29,sell,1171,586539902-0,2019-04-10 09:20:35
MNI,$2478.10,2017-02-22,sell,4836,879388571-7,2022-02-27 23:52:33
ISSC,$1880.88,2017-03-06,sell,3043,431536166-6,2017-07-26 15:37:28
BAC^I,$1042.43,2016-10-09,sell,3773,370285000-7,2019-10-16 03:01:46
ROP,$1239.24,2017-10-01,sell,2055,315187441-X,2015-04-18 23:13:39
GGZ^A,$1661.11,2021-11-22,sell,2665,691792251-X,2017-11-17 22:27:45
URRE,$183.15,2016-08-27,buy,1054,534289805-6,2018-09-30 02:13:54
FB,$2299.24,2019-07-10,sell,4636,430854715-6,2020-08-23 21:45:30
CFC^B,$1989.24,2022-05-28,sell,4532,914198892-2,2020-06-26 02:05:56
AFSI^C,$302.64,2019-12-13,sell,391,924822065-7,2021-04-06 03:31:40
CX,$255.68,2021-06-13,sell,4661,409404254-7,2019-11-21 12:30:33
CMA.WS,$2173.82,2015-01-06,sell,638,113031947-4,2019-12-09 18:10:29
LBF,$1128.17,2018-04-28,buy,1151,912326097-1,2015-05-15 02:48:46
CMCT,$676.63,2022-02-04,buy,2899,868980420-X,2018-03-05 19:58:32
VOD,$414.14,2021-05-02,buy,2995,379028925-6,2022-06-24 23:39:50
ZTR,$218.65,2016-01-24,buy,4318,664104985-X,2020-09-03 19:19:05
UBOH,$529.88,2018-04-02,buy,3591,461874112-0,2021-08-21 23:46:36
ETRM,$878.80,2021-08-01,buy,3316,948203625-5,2017-05-07 15:59:33
HUBS,$1909.35,2015-03-11,buy,1694,682988826-3,2022-04-04 18:19:08
CWST,$644.07,2020-04-18,sell,284,408205864-8,2022-04-06 23:58:06
APA,$1868.58,2021-05-02,buy,1829,446491637-6,2016-12-08 08:44:54
ARW,$2437.42,2017-10-20,buy,4488,866066997-5,2019-07-01 19:53:42
PCF,$1724.61,2020-09-23,buy,2448,229299761-4,2019-05-25 21:06:44
MNK,$2221.73,2019-11-15,sell,3998,313316771-5,2018-04-12 01:40:59
OLLI,$2444.33,2018-11-20,sell,4690,189253810-5,2019-12-18 15:24:35
ITCB,$502.48,2017-08-28,buy,4354,826665250-3,2020-08-14 09:41:51
EMES,$784.56,2016-09-13,buy,2409,548713866-4,2019-07-08 02:52:36
SB^B,$342.10,2022-02-20,buy,4753,565529669-1,2019-09-25 19:17:56
TST,$516.98,2021-05-11,buy,3596,797698881-6,2021-11-11 04:38:35
PRU,$247.86,2022-01-15,buy,2571,613765105-3,2019-05-04 00:40:58
JCTCF,$2022.68,2022-02-22,sell,3469,343210122-8,2015-02-09 09:36:46
GNUS,$1317.11,2016-05-05,buy,2346,969525505-1,2017-08-20 13:36:59
PBR.A,$1113.23,2019-05-01,buy,1047,518434626-0,2017-01-15 18:39:20
PSA^S,$2152.93,2021-11-22,sell,917,822970917-3,2015-01-01 16:45:12
WAFD,$1190.82,2019-06-08,buy,4042,820812901-1,2022-04-17 16:56:10
GRX^B,$1990.52,2020-03-10,buy,2492,461101532-7,2019-05-17 03:04:01
IDSY,$358.27,2017-03-07,sell,3405,498597647-4,2017-02-04 00:31:48
BHAC,$1628.43,2017-12-24,buy,4771,852745171-9,2015-06-26 21:24:48
ALOT,$628.62,2022-05-07,buy,987,740087566-3,2018-06-23 14:54:41
ALTY,$1073.01,2019-12-29,sell,2689,559193223-1,2020-04-23 05:13:50
KBWR,$830.71,2015-08-15,sell,2897,958181874-X,2022-01-07 11:24:46
SUP,$1084.47,2017-01-30,buy,2810,136977868-6,2021-07-07 08:22:24
PZE,$2106.84,2019-09-06,buy,4483,935217074-1,2020-04-20 16:19:16
YTEN,$314.00,2015-08-08,sell,357,413281316-9,2015-03-23 12:11:19
HLG,$385.83,2015-03-15,buy,187,565098256-2,2016-10-04 02:34:30
PLNT,$702.12,2015-01-16,buy,3509,991292109-7,2018-01-03 03:37:22
CSS,$354.70,2016-06-12,buy,4034,509165058-X,2021-08-29 03:09:03
ULBI,$942.97,2017-01-31,sell,554,379240575-X,2019-09-20 05:55:57
DVA,$1127.80,2017-12-18,buy,4377,318673442-8,2015-12-23 17:46:35
OGE,$2438.30,2019-04-18,sell,3855,385364327-2,2019-12-03 09:12:44
BKE,$1939.89,2021-01-26,buy,4317,755384390-3,2018-03-22 08:51:43
ACXM,$2209.56,2020-07-14,sell,2047,736980460-7,2016-04-05 22:10:37
GWRS,$2483.53,2017-07-03,sell,3852,703656409-1,2016-10-11 09:35:59
STBA,$480.41,2020-12-04,buy,4819,503813377-0,2015-07-02 01:53:45
OKTA,$1681.77,2015-01-18,buy,982,787012421-4,2017-06-11 09:12:00
LUV,$2217.64,2017-10-09,buy,1949,634287876-5,2020-01-26 05:23:53
GNRX,$1508.40,2015-06-25,sell,2513,831033583-0,2021-12-24 18:42:54
MHO^A,$1331.79,2016-05-09,buy,3925,182064565-7,2021-03-29 01:41:48
JCS,$592.56,2015-09-02,buy,3587,739250650-1,2016-02-20 15:35:16
CMO,$2076.97,2019-07-06,sell,1941,065320271-7,2017-10-15 06:24:37
NRZ,$782.18,2022-07-25,sell,38,599616004-8,2020-03-19 18:20:20
CSGS,$1348.63,2016-02-17,buy,3436,738603009-6,2019-11-10 13:10:53
PRTY,$894.99,2016-09-16,sell,1697,223876637-5,2017-03-11 11:35:11
CAG,$1423.59,2017-02-15,buy,3556,673662885-7,2019-07-29 11:59:28
STZ,$739.20,2019-04-21,sell,533,868852239-1,2022-05-31 13:23:53
HLX,$371.85,2015-07-21,buy,1547,103541284-5,2019-10-05 14:20:44
ATR,$1806.81,2022-07-27,sell,1393,915903641-9,2015-12-24 22:30:49
QSII,$1872.80,2020-04-28,sell,4533,411269448-2,2017-08-30 02:11:13
NETS,$2478.27,2019-06-15,buy,193,695265054-7,2016-06-17 20:12:06
HFC,$318.94,2020-04-08,sell,3558,790269906-3,2015-11-28 19:33:57
SPA,$1196.06,2021-08-20,buy,2656,158784576-8,2020-07-07 04:58:44
ENR,$2292.36,2015-04-30,buy,1287,691976011-8,2018-06-04 15:26:37
ETSY,$2102.83,2018-04-19,buy,67,840381579-4,2017-05-15 17:39:32
IGOV,$734.37,2015-09-10,sell,3389,903556715-3,2016-06-07 06:13:51
SHIPW,$1769.12,2021-09-20,buy,1858,372613217-1,2019-04-22 08:01:29
TPVG,$844.10,2015-08-24,sell,4770,233220430-X,2016-02-08 22:23:35
CMO^E,$1742.69,2016-07-27,sell,3693,002068563-7,2019-02-15 14:21:42
FCVT,$1583.12,2021-06-03,sell,4836,474625233-5,2022-03-05 00:08:14
EUFN,$1906.82,2017-03-24,sell,548,046979902-1,2019-08-26 15:10:13
TLK,$986.60,2020-07-21,sell,2218,254700455-0,2015-08-24 22:00:12
WBS,$1389.73,2016-01-13,buy,2996,730300689-3,2020-12-31 12:05:41
RTNB,$1327.19,2017-04-13,buy,1048,590771665-7,2016-01-20 22:10:39
MUA,$1224.64,2015-08-23,buy,2681,397939168-X,2020-11-12 02:19:19
PSA^U,$599.15,2015-12-19,sell,992,909600805-7,2018-03-12 19:53:04
BKD,$2428.96,2020-04-28,buy,3837,022143005-9,2019-02-28 05:06:38
VRA,$764.13,2016-03-08,sell,4891,913504493-4,2019-11-01 10:41:53
BAX,$305.78,2018-03-06,buy,1465,788481805-1,2016-06-16 12:06:41
TSRI,$725.59,2017-08-06,sell,4290,932487858-1,2015-02-18 02:34:30
DTE,$2255.27,2015-08-14,buy,2808,069723224-7,2021-02-16 08:18:43
AVK,$2403.95,2019-06-10,sell,1879,755346819-3,2020-09-11 16:34:58
AAPL,$1292.46,2021-10-17,buy,1490,046750936-0,2020-07-20 19:00:21
SBBP,$1831.11,2017-11-14,sell,966,645010043-5,2020-09-28 07:11:04
NWN,$1975.33,2022-01-25,buy,4296,245759675-0,2020-11-09 08:02:05
CHKR,$542.26,2017-11-24,sell,4203,975965489-X,2016-03-07 18:23:47
CPRT,$1015.55,2020-05-07,sell,299,863877439-7,2020-08-10 11:28:04
PER,$636.32,2020-01-01,sell,1768,011284934-2,2016-08-11 13:18:07
SIMO,$802.87,2018-06-09,buy,2133,493849671-2,2021-03-12 10:41:36
SRT,$1939.77,2017-03-22,buy,3316,885533292-9,2016-05-27 19:33:17
TCCA,$333.79,2016-10-19,buy,4758,952761950-5,2020-11-06 04:16:51
MFG,$1070.12,2016-09-20,sell,1325,664032110-6,2021-06-18 17:02:30
ENSG,$4.14,2015-03-02,sell,2553,413926001-7,2021-06-04 02:38:45
PIY,$836.44,2019-01-23,buy,2960,676909359-6,2017-11-28 20:04:34
GEF.B,$24.98,2016-05-09,buy,2394,162696204-9,2019-05-13 09:40:39
BKN,$1327.94,2020-04-30,buy,3672,947843277-X,2019-08-12 03:21:54
EVHC^,$346.87,2022-07-30,buy,824,434679982-5,2019-11-30 14:10:55
PES,$498.31,2015-05-30,buy,3234,230897850-3,2015-03-09 22:57:33
APOP,$2451.37,2016-08-21,sell,3452,096340775-9,2016-04-16 04:09:17
PRGX,$1556.27,2019-01-25,buy,3571,175520592-9,2018-12-08 11:05:54
EOS,$680.72,2017-02-24,sell,4262,364449671-4,2017-01-18 03:01:13
IBUY,$1844.36,2019-12-06,sell,1143,246065786-2,2020-11-05 14:36:22
LNDC,$842.11,2017-09-05,sell,3182,176599531-0,2016-11-27 18:49:23
NPK,$707.93,2019-08-08,buy,4481,789264922-0,2016-08-31 01:52:34
VVPR,$2026.93,2019-01-19,sell,2767,569786509-0,2016-03-09 12:50:33
BPFHW,$779.88,2022-04-19,sell,2861,404777123-6,2017-06-22 20:27:39
BLX,$2008.91,2016-02-24,buy,1627,725286704-8,2019-07-26 12:06:13
FOMX,$2296.32,2019-11-03,sell,1914,564639839-8,2016-09-03 11:25:26
